tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,spd_limit,shape_Length,firstnm
129P04421,24,53.32755336,53.42792976,0.099531108,US1 NB,Lynn St/Salem St,Lynn St/Salem St,50,160.9605473,Lynn St
129+04770,25,53.42792976,54.79596621,1.362505385,US1 NB,Lynn St/Salem St,MA-99,50,2193.400619,RT-99
129+04771,26,54.79596621,55.03236758,0.235000056,US1 NB,MA-99,Essex St,50,378.4423864,Essex St
129P04771,27,55.03236758,55.18383954,0.150161206,US1 NB,Essex St,Essex St,50,242.6246506,Essex St
129+04772,28,55.18383954,55.57024395,0.38417311,US1 NB,Essex St,Main St (Saugus),50,618.9197745,Main St
129P04772,29,55.57024395,55.6962341,0.125115169,US1 NB,Main St (Saugus),Main St (Saugus),50,201.7891073,Main St
129+04773,30,55.6962341,56.7787223,1.077380573,US1 NB,Main St (Saugus),Lynn Fells Pkwy,50,1732.326359,Lynn Fells Pky
129P04773,31,56.7787223,56.92100998,0.141251266,US1 NB,Lynn Fells Pkwy,Lynn Fells Pkwy,50,227.8743775,Lynn Fells Pky
129+04774,32,56.92100998,57.28987779,0.36720405,US1 NB,Lynn Fells Pkwy,MA-129/Walnut St,50,590.8409393,RT-129/Walnut St
129P04774,33,57.28987779,57.46084047,0.170251353,US1 NB,MA-129/Walnut St,MA-129/Walnut St,50,274.0021718,RT-129/Walnut St
129+04775,34,57.46084047,59.15231653,1.683502466,US1 NB,MA-129/Walnut St,MA-129/Salem St,50,2708.308724,RT-129/Salem St
129P04775,35,59.15231653,59.41903779,0.265067582,US1 NB,MA-129/Salem St,MA-129/Salem St,50,427.2843046,RT-129/Salem St
129+04776,36,59.41903779,59.45635036,0.036787079,US1 NB,MA-129/Salem St,I-95/MA-128 (Lynnfield) (South),50,59.82599065,I-95/RT-128 Overpass
129P04776,37,59.45635036,59.63326915,0.17612543,US1 NB,I-95/MA-128 (Lynnfield) (South),I-95/MA-128 (Lynnfield) (South),50,283.5452633,I-95/RT-128 Overpass
129+04777,38,59.63326915,59.84552872,0.210471257,US1 NB,I-95/MA-128 (Lynnfield) (South),I-95/MA-128 (Lynnfield) (North),50,339.7752613,I-95/RT-128 North Ramp
129+04778,39,59.84552872,60.05917718,0.213490929,US1 NB,I-95/MA-128 (Lynnfield) (North),I-95/MA-128,50,342.8376573,Lake St
129+04779,40,60.05917718,60.44546637,0.383555256,US1 NB,I-95/MA-128,I-95/MA-128 (Peabody),50,618.0195266,I-95/RT-128 South Ramp
129P04779,41,60.44546637,60.69756158,0.251287661,US1 NB,I-95/MA-128 (Peabody),I-95/MA-128 (Peabody),50,403.78031,I-95/RT-128 South Ramp
129+04780,42,60.69756158,61.06124535,0.361613346,US1 NB,I-95/MA-128 (Peabody),Winona St/Forest St,50,582.6675394,Winona St/Forest St
129+04781,43,61.06124535,61.38381186,0.321351749,US1 NB,Winona St/Forest St,I-95/Peabody Rd,50,516.8454313,I-95/City of Peabody
129P04781,44,61.38381186,61.58067414,0.196459216,US1 NB,I-95/Peabody Rd,I-95/Peabody Rd,50,315.429033,I-95/City of Peabody
129+04782,45,61.58067414,61.87021256,0.288068499,US1 NB,I-95/Peabody Rd,Lowell St,50,463.6946714,Lowell St
129P04782,46,61.87021256,61.92540957,0.054846895,US1 NB,Lowell St,Lowell St,50,88.40315374,Lowell St
